account_id,start_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag,cohort_month
A-ced9aa,2024-11-23,Pro,3,147,1764,0,0,0,0,monthly,1,2024-11
A-625d0b,2024-10-17,Pro,42,2058,24696,0,0,0,0,monthly,0,2024-10
A-fda07f,2024-09-22,Basic,7,133,1596,0,0,0,0,annual,1,2024-09
A-8adedc,2024-09-07,Pro,68,3332,39984,0,0,0,0,annual,1,2024-09
A-aa9511,2023-10-25,Basic,23,437,5244,0,0,0,0,monthly,1,2023-10
A-fdfc91,2024-03-31,Pro,29,1421,17052,0,0,0,0,monthly,1,2024-03
A-1619f8,2024-07-21,Basic,29,551,6612,0,0,0,0,monthly,1,2024-07
A-c9bb3e,2024-09-30,Pro,10,490,5880,0,0,0,0,monthly,0,2024-09
A-2d1036,2024-09-02,Basic,69,1311,15732,0,0,0,0,monthly,1,2024-09
A-d27f50,2024-07-22,Enterprise,44,8756,105072,0,0,0,1,monthly,1,2024-07
A-b3fe05,2024-10-20,Pro,8,392,4704,0,0,0,1,monthly,1,2024-10
A-1986ca,2023-11-16,Enterprise,20,0,0,1,0,0,0,monthly,1,2023-11
A-b07346,2024-11-06,Basic,51,969,11628,0,0,0,0,annual,1,2024-11
A-0dbdc6,2024-10-26,Enterprise,30,5970,71640,0,0,0,0,monthly,1,2024-10
A-6da850,2024-09-01,Pro,5,245,2940,0,0,0,0,annual,1,2024-09
A-17939a,2024-12-28,Basic,86,1634,19608,0,0,0,1,monthly,1,2024-12
A-ad3abd,2024-07-20,Pro,44,2156,25872,0,0,0,0,monthly,0,2024-07
A-50f3f7,2024-07-24,Basic,31,589,7068,0,0,0,0,monthly,1,2024-07
A-de24d5,2024-11-15,Enterprise,17,3383,40596,0,0,0,0,annual,1,2024-11
A-149a69,2024-12-05,Basic,34,646,7752,0,0,0,0,monthly,0,2024-12
A-4f18f0,2024-04-25,Enterprise,25,0,0,1,0,0,0,monthly,1,2024-04
A-6f50ae,2024-05-14,Pro,19,931,11172,0,0,0,0,monthly,0,2024-05
A-cd458b,2024-09-26,Basic,27,513,6156,0,0,0,0,monthly,1,2024-09
A-f45426,2024-08-09,Basic,20,380,4560,0,0,1,0,annual,1,2024-08
A-c37601,2024-12-23,Pro,28,1372,16464,0,0,0,0,annual,1,2024-12
A-50f3f7,2024-06-01,Pro,31,0,0,1,0,0,0,annual,0,2024-06
A-05f0e5,2024-11-23,Pro,58,2842,34104,0,0,0,0,annual,1,2024-11
A-883b7d,2024-04-21,Pro,17,833,9996,0,0,0,0,annual,0,2024-04
A-bb2f49,2024-09-04,Pro,14,686,8232,0,0,0,0,monthly,1,2024-09
A-c16b88,2024-06-10,Enterprise,45,8955,107460,0,0,0,0,monthly,0,2024-06
A-956988,2024-12-14,Basic,1,19,228,0,0,0,0,monthly,0,2024-12
A-9b9fe9,2023-11-20,Pro,9,441,5292,0,0,1,0,annual,1,2023-11
A-e61e98,2024-01-15,Basic,19,361,4332,0,0,0,0,monthly,1,2024-01
A-cb5333,2024-09-30,Enterprise,33,6567,78804,0,0,0,0,monthly,1,2024-09
A-6dee43,2024-07-29,Basic,23,437,5244,0,0,0,0,annual,0,2024-07
A-bcbe98,2024-08-09,Basic,46,874,10488,0,0,0,0,monthly,1,2024-08
A-e1b9cd,2024-01-03,Basic,40,760,9120,0,0,1,0,annual,0,2024-01
A-794a0b,2024-06-24,Pro,23,1127,13524,0,0,0,0,monthly,1,2024-06
A-4a4c2d,2023-09-20,Enterprise,54,10746,128952,0,0,0,0,annual,1,2023-09
A-94d3da,2023-09-09,Pro,41,0,0,1,0,0,0,monthly,1,2023-09
A-54d94a,2024-12-19,Pro,27,1323,15876,0,0,0,0,annual,1,2024-12
A-96bbc6,2024-06-07,Enterprise,39,7761,93132,0,0,0,0,monthly,1,2024-06
A-e7a1e2,2024-10-23,Enterprise,3,0,0,1,0,0,0,annual,1,2024-10
A-781cc0,2024-10-09,Pro,16,0,0,1,1,0,0,annual,1,2024-10
A-e61e98,2023-12-06,Pro,40,1960,23520,0,0,0,0,annual,0,2023-12
A-d4ac0e,2024-06-01,Pro,25,1225,14700,0,0,0,0,monthly,1,2024-06
A-4814a3,2024-12-08,Enterprise,87,17313,207756,0,0,1,0,monthly,1,2024-12
A-d82ef9,2024-07-21,Basic,53,1007,12084,0,0,0,1,monthly,1,2024-07
A-2e3bad,2023-08-19,Enterprise,61,12139,145668,0,0,0,0,monthly,1,2023-08
A-09540c,2024-12-22,Pro,67,3283,39396,0,0,0,0,monthly,1,2024-12
A-90a8c8,2024-09-19,Pro,21,0,0,1,1,0,0,monthly,1,2024-09
A-1e1b80,2024-07-10,Enterprise,50,0,0,1,0,0,0,annual,1,2024-07
A-855a48,2024-05-29,Enterprise,27,5373,64476,0,0,0,0,annual,0,2024-05
A-6843f2,2024-12-14,Enterprise,21,4179,50148,0,0,0,0,monthly,1,2024-12
A-bb1eaa,2024-07-14,Basic,21,399,4788,0,0,1,0,annual,1,2024-07
A-1986ca,2024-05-07,Enterprise,31,6169,74028,0,1,0,0,monthly,1,2024-05
A-2d1036,2024-09-24,Basic,69,1311,15732,0,0,0,0,monthly,1,2024-09
A-019782,2024-06-25,Basic,14,266,3192,0,0,0,0,annual,1,2024-06
A-ac9111,2024-10-30,Enterprise,36,0,0,1,0,0,0,monthly,1,2024-10
A-c45b23,2024-07-31,Basic,5,95,1140,0,0,0,0,monthly,0,2024-07
A-f17767,2023-02-15,Pro,14,686,8232,0,0,0,1,annual,1,2023-02
A-956988,2024-12-30,Enterprise,32,6368,76416,0,0,0,0,annual,1,2024-12
A-158f4e,2023-11-29,Basic,61,1159,13908,0,0,0,0,monthly,1,2023-11
A-5b051a,2024-11-23,Basic,22,418,5016,0,0,0,0,monthly,1,2024-11
A-aa9511,2024-06-23,Pro,23,1127,13524,0,0,0,0,annual,1,2024-06
A-35083d,2024-07-22,Pro,42,2058,24696,0,1,0,0,annual,1,2024-07
A-b2225d,2024-04-02,Enterprise,47,0,0,1,0,1,0,annual,0,2024-04
A-5fe118,2024-12-04,Basic,39,741,8892,0,0,0,0,annual,0,2024-12
A-8b25f2,2024-09-10,Basic,11,209,2508,0,1,0,0,annual,1,2024-09
A-20736a,2024-11-23,Enterprise,50,9950,119400,0,1,0,0,annual,1,2024-11
A-4c38bc,2024-04-03,Enterprise,36,7164,85968,0,0,0,0,monthly,1,2024-04
A-d3c88e,2024-11-01,Basic,16,0,0,1,1,0,0,monthly,1,2024-11
A-35083d,2023-06-03,Enterprise,19,0,0,1,0,0,0,annual,1,2023-06
A-180abf,2023-09-16,Enterprise,64,12736,152832,0,0,0,1,annual,0,2023-09
A-e61e98,2024-09-01,Enterprise,34,6766,81192,0,0,0,0,annual,1,2024-09
A-3be56b,2024-05-14,Basic,7,133,1596,0,1,0,0,monthly,0,2024-05
A-5247b3,2024-07-27,Pro,24,1176,14112,0,1,0,0,monthly,1,2024-07
A-66224b,2024-11-13,Pro,92,4508,54096,0,0,0,0,annual,1,2024-11
A-ed510f,2024-09-18,Pro,42,2058,24696,0,0,0,0,monthly,0,2024-09
A-c37601,2024-11-11,Enterprise,6,1194,14328,0,0,0,0,annual,1,2024-11
A-d42431,2024-08-26,Enterprise,22,4378,52536,0,0,0,0,monthly,1,2024-08
A-66224b,2024-11-27,Enterprise,92,18308,219696,0,0,0,0,monthly,1,2024-11
A-157070,2024-02-12,Pro,18,882,10584,0,0,0,1,monthly,1,2024-02
A-118f1c,2024-10-31,Enterprise,32,6368,76416,0,0,0,0,annual,1,2024-10
A-9123ac,2024-05-27,Basic,11,209,2508,0,0,0,0,monthly,1,2024-05
A-712533,2024-04-26,Basic,45,0,0,1,0,0,0,monthly,1,2024-04
A-e3bd71,2023-04-03,Enterprise,31,6169,74028,0,0,0,0,annual,0,2023-04
A-55f257,2024-08-19,Enterprise,21,4179,50148,0,0,0,0,monthly,0,2024-08
A-86cdb4,2024-10-23,Pro,3,147,1764,0,0,0,1,monthly,1,2024-10
A-cb6cc6,2023-04-20,Enterprise,13,0,0,1,0,0,0,annual,1,2023-04
A-1d5444,2024-05-13,Enterprise,41,8159,97908,0,1,0,0,monthly,1,2024-05
A-7f29a7,2024-10-06,Basic,41,0,0,1,0,0,0,monthly,1,2024-10
A-712426,2024-12-31,Enterprise,63,0,0,1,0,0,0,annual,1,2024-12
A-de24d5,2024-12-06,Enterprise,5,995,11940,0,0,0,0,annual,1,2024-12
A-533452,2024-11-28,Enterprise,26,5174,62088,0,0,0,0,annual,1,2024-11
A-029f69,2024-09-09,Pro,27,1323,15876,0,0,0,0,monthly,0,2024-09
A-3cc791,2024-07-08,Pro,6,294,3528,0,0,0,0,annual,1,2024-07
A-bc87bc,2024-11-26,Enterprise,31,6169,74028,0,0,0,0,annual,1,2024-11
A-6f8ad2,2024-09-16,Enterprise,7,1393,16716,0,0,0,0,monthly,1,2024-09
A-c45b23,2024-07-05,Basic,15,0,0,1,0,0,0,monthly,1,2024-07
A-296d7c,2024-07-19,Basic,24,0,0,1,0,0,0,monthly,1,2024-07
A-e7a1e2,2024-12-29,Enterprise,44,8756,105072,0,0,0,0,annual,1,2024-12
A-a1b80b,2024-03-11,Enterprise,52,10348,124176,0,0,0,0,monthly,0,2024-03
A-503d5a,2024-05-01,Enterprise,7,0,0,1,0,0,0,monthly,1,2024-05
A-b9f5b1,2023-10-31,Enterprise,15,0,0,1,0,0,0,annual,0,2023-10
A-d3c88e,2024-12-24,Basic,21,399,4788,0,0,0,0,annual,0,2024-12
A-6f50ae,2024-09-02,Pro,19,931,11172,0,0,0,0,annual,1,2024-09
A-3be56b,2024-08-22,Pro,14,686,8232,0,0,0,0,annual,1,2024-08
A-d5a319,2023-11-15,Basic,16,304,3648,0,0,0,0,annual,1,2023-11
A-1d5444,2024-11-26,Basic,24,0,0,1,1,0,0,annual,0,2024-11
A-7c5768,2024-10-20,Enterprise,25,0,0,1,0,0,0,annual,1,2024-10
A-8ae05d,2024-06-01,Basic,86,1634,19608,0,0,0,0,annual,0,2024-06
A-b7ef83,2024-11-20,Basic,8,152,1824,0,0,0,0,annual,1,2024-11
A-b179bf,2024-11-15,Enterprise,43,8557,102684,0,0,0,0,annual,1,2024-11
A-2b9d3e,2024-12-26,Enterprise,2,398,4776,0,0,0,0,monthly,1,2024-12
A-712426,2024-12-11,Pro,15,735,8820,0,0,0,1,annual,1,2024-12
A-e5d6ab,2024-07-22,Basic,39,741,8892,0,0,0,0,monthly,1,2024-07
A-3932db,2024-11-29,Enterprise,35,6965,83580,0,0,0,0,monthly,1,2024-11
A-35083d,2024-09-09,Pro,25,1225,14700,0,0,0,0,monthly,1,2024-09
A-6e08f3,2024-02-22,Enterprise,11,2189,26268,0,0,0,0,monthly,1,2024-02
A-32fb14,2023-11-19,Basic,26,494,5928,0,0,0,0,annual,0,2023-11
A-4c56c9,2024-05-13,Enterprise,13,2587,31044,0,0,0,0,monthly,0,2024-05
A-18793f,2024-12-19,Enterprise,148,29452,353424,0,0,0,0,annual,0,2024-12
A-9174e0,2024-12-27,Basic,37,703,8436,0,0,0,0,annual,0,2024-12
A-7f6b86,2024-12-06,Basic,45,855,10260,0,0,0,0,annual,1,2024-12
A-ad296b,2024-07-23,Pro,38,0,0,1,0,0,0,annual,1,2024-07
A-52dd88,2024-12-04,Pro,30,1470,17640,0,0,0,0,annual,1,2024-12
A-af0cd2,2023-04-13,Pro,19,931,11172,0,0,0,0,annual,0,2023-04
A-202b67,2024-08-28,Basic,22,418,5016,0,0,0,0,annual,1,2024-08
A-e3bd71,2024-02-18,Enterprise,31,6169,74028,0,0,0,1,monthly,1,2024-02
A-bece89,2024-02-08,Pro,28,1372,16464,0,0,0,0,monthly,1,2024-02
A-ba6516,2024-04-02,Basic,27,513,6156,0,0,1,0,annual,1,2024-04
A-625d0b,2024-12-29,Enterprise,9,1791,21492,0,0,0,0,annual,1,2024-12
A-533452,2024-11-23,Pro,9,441,5292,0,0,0,1,monthly,1,2024-11
A-2922b6,2024-12-17,Pro,15,735,8820,0,0,0,1,annual,1,2024-12
A-bd4708,2024-10-20,Pro,37,1813,21756,0,0,0,0,annual,1,2024-10
A-cab532,2024-07-23,Pro,23,1127,13524,0,0,0,0,annual,1,2024-07
A-81edc3,2023-11-13,Enterprise,5,995,11940,0,0,0,0,monthly,1,2023-11
A-d3c88e,2024-12-10,Basic,16,304,3648,0,1,0,0,monthly,1,2024-12
A-dcc3f1,2024-05-29,Basic,26,494,5928,0,0,0,0,annual,1,2024-05
A-118d55,2024-12-30,Enterprise,29,5771,69252,0,0,0,1,monthly,1,2024-12
A-7f29a7,2024-11-07,Basic,41,779,9348,0,0,0,1,monthly,0,2024-11
A-81edc3,2024-12-16,Enterprise,5,995,11940,0,0,0,0,annual,1,2024-12
A-7641d3,2023-04-12,Basic,8,152,1824,0,0,0,0,monthly,1,2023-04
A-bbc346,2024-12-13,Enterprise,27,5373,64476,0,0,0,0,monthly,1,2024-12
A-0532a9,2024-12-10,Basic,19,361,4332,0,0,0,0,annual,1,2024-12
A-54ecc2,2024-10-16,Enterprise,5,995,11940,0,0,0,0,annual,1,2024-10
A-db5e9e,2024-11-12,Basic,9,171,2052,0,0,0,0,monthly,1,2024-11
A-3f9cc0,2024-07-25,Enterprise,22,4378,52536,0,0,0,0,monthly,0,2024-07
A-8bde0c,2024-12-21,Pro,12,588,7056,0,0,0,0,monthly,0,2024-12
A-0aaf6e,2024-12-26,Enterprise,18,3582,42984,0,0,0,0,monthly,1,2024-12
A-ba6516,2024-09-14,Pro,35,0,0,1,0,1,0,monthly,1,2024-09
A-7920cc,2024-07-28,Enterprise,39,7761,93132,0,0,0,0,monthly,1,2024-07
A-4d1e75,2024-09-07,Basic,20,380,4560,0,0,0,0,monthly,1,2024-09
A-dcc2f0,2023-11-22,Enterprise,19,0,0,1,0,0,0,monthly,1,2023-11
A-1ac5e0,2024-11-15,Basic,33,627,7524,0,0,0,0,annual,0,2024-11
A-6c093d,2024-09-12,Pro,7,343,4116,0,0,0,1,monthly,1,2024-09
A-b7ef83,2024-06-29,Pro,26,1274,15288,0,0,0,0,annual,1,2024-06
A-51ec1b,2024-02-10,Basic,11,209,2508,0,0,0,0,annual,1,2024-02
A-d62e02,2024-12-10,Enterprise,21,4179,50148,0,0,0,0,monthly,1,2024-12
A-d922bf,2023-11-21,Enterprise,32,6368,76416,0,0,0,0,monthly,1,2023-11
A-3a5ad8,2024-02-15,Enterprise,31,6169,74028,0,0,0,0,monthly,1,2024-02
A-66224b,2024-12-22,Enterprise,92,18308,219696,0,0,0,1,monthly,0,2024-12
A-922109,2024-09-27,Pro,8,392,4704,0,0,0,0,annual,1,2024-09
A-09316c,2024-09-23,Enterprise,70,13930,167160,0,0,0,0,annual,1,2024-09
A-22d9d2,2024-08-09,Pro,30,1470,17640,0,0,0,0,annual,1,2024-08
A-1f559b,2024-10-17,Basic,10,190,2280,0,0,0,0,annual,0,2024-10
A-05d3b3,2024-08-05,Basic,24,456,5472,0,0,0,1,annual,1,2024-08
A-e89151,2023-11-14,Enterprise,8,1592,19104,0,0,0,0,annual,1,2023-11
A-1b9609,2024-08-04,Pro,4,196,2352,0,0,0,1,annual,1,2024-08
A-c42f1f,2024-10-26,Basic,15,285,3420,0,0,0,0,annual,0,2024-10
A-4a267b,2024-11-06,Pro,25,0,0,1,1,0,0,annual,1,2024-11
A-ce550d,2024-11-16,Pro,51,2499,29988,0,1,0,0,monthly,1,2024-11
A-e60f9d,2024-12-03,Enterprise,29,5771,69252,0,0,0,0,monthly,1,2024-12
A-104f1a,2024-09-24,Pro,45,0,0,1,0,0,0,annual,1,2024-09
A-40906c,2024-06-06,Pro,92,4508,54096,0,0,0,0,annual,1,2024-06
A-700ade,2024-11-25,Basic,7,133,1596,0,0,0,0,annual,1,2024-11
A-4437e4,2024-05-14,Enterprise,3,597,7164,0,1,0,0,monthly,1,2024-05
A-342303,2024-11-30,Enterprise,10,0,0,1,0,0,0,annual,1,2024-11
A-526d93,2024-09-26,Enterprise,43,8557,102684,0,1,0,0,annual,0,2024-09
A-7f6b86,2024-07-05,Pro,45,0,0,1,0,0,0,monthly,1,2024-07
A-30b4ca,2024-05-27,Enterprise,86,17114,205368,0,0,0,0,monthly,0,2024-05
A-42e5e1,2024-08-02,Enterprise,53,0,0,1,1,0,0,monthly,1,2024-08
A-0651a4,2024-12-15,Pro,16,784,9408,0,0,0,0,monthly,1,2024-12
A-812c5b,2024-06-25,Basic,55,0,0,1,0,0,0,monthly,1,2024-06
A-6e7827,2024-04-22,Pro,3,147,1764,0,0,0,0,monthly,1,2024-04
A-45ce7a,2024-04-04,Basic,22,418,5016,0,0,0,0,monthly,1,2024-04
A-87aa7b,2024-11-23,Basic,24,456,5472,0,0,0,0,annual,1,2024-11
A-756192,2024-06-28,Enterprise,25,4975,59700,0,0,0,0,monthly,1,2024-06
A-700ade,2024-11-11,Pro,12,588,7056,0,0,0,0,monthly,0,2024-11
A-1f559b,2024-04-21,Pro,59,2891,34692,0,0,0,0,monthly,0,2024-04
A-a8d89d,2024-09-26,Enterprise,13,2587,31044,0,0,0,0,monthly,1,2024-09
A-fd7ad3,2024-11-17,Pro,10,0,0,1,0,0,0,annual,1,2024-11
A-e3bd71,2024-01-11,Basic,31,589,7068,0,0,0,0,monthly,1,2024-01
A-6965e1,2024-12-05,Pro,16,0,0,1,0,0,0,monthly,0,2024-12
A-f3ff05,2024-12-02,Basic,30,570,6840,0,0,0,0,monthly,1,2024-12
A-9289f6,2023-07-04,Basic,12,228,2736,0,1,0,1,annual,1,2023-07
A-69b156,2024-06-16,Enterprise,13,2587,31044,0,0,0,0,monthly,1,2024-06
A-fa3095,2023-12-06,Enterprise,70,13930,167160,0,0,0,0,annual,1,2023-12
A-fabe19,2024-11-24,Enterprise,5,995,11940,0,0,0,0,annual,1,2024-11
A-3ce5b8,2024-03-05,Pro,36,1764,21168,0,0,0,0,monthly,1,2024-03
A-ad3abd,2023-05-10,Pro,44,2156,25872,0,0,0,1,annual,1,2023-05
A-7c83a1,2024-05-24,Enterprise,12,2388,28656,0,0,0,0,monthly,1,2024-05
A-118d55,2024-12-27,Pro,11,539,6468,0,0,1,0,monthly,1,2024-12
A-378b99,2024-11-03,Basic,59,1121,13452,0,0,0,0,monthly,1,2024-11
A-ffc04f,2024-10-22,Pro,20,980,11760,0,0,0,0,monthly,1,2024-10
A-0aaf6e,2024-12-07,Pro,12,588,7056,0,0,0,1,annual,0,2024-12
A-f9cc74,2024-11-26,Basic,30,570,6840,0,0,0,0,monthly,0,2024-11
A-8ae3fc,2024-09-09,Basic,9,171,2052,0,0,0,0,monthly,1,2024-09
A-34ea2f,2024-12-25,Enterprise,16,3184,38208,0,0,0,0,annual,0,2024-12
A-af0cd2,2024-09-27,Basic,19,361,4332,0,0,0,0,monthly,0,2024-09
A-4e631b,2024-11-12,Pro,22,0,0,1,0,0,0,monthly,1,2024-11
A-463db0,2024-12-15,Pro,15,735,8820,0,0,0,0,annual,1,2024-12
A-e888d1,2024-03-04,Basic,22,0,0,1,0,0,0,monthly,1,2024-03
A-9289f6,2024-12-11,Enterprise,24,0,0,1,0,0,0,annual,0,2024-12
A-4a4c2d,2023-07-04,Basic,54,1026,12312,0,0,0,0,annual,1,2023-07
A-a45270,2024-11-15,Enterprise,3,597,7164,0,0,0,0,monthly,0,2024-11
A-56962b,2024-05-15,Pro,163,0,0,1,0,0,0,monthly,0,2024-05
A-0be015,2024-12-24,Pro,26,0,0,1,0,0,0,monthly,1,2024-12
A-bbc346,2024-11-29,Basic,40,760,9120,0,0,0,0,monthly,1,2024-11
A-c4ea60,2024-07-29,Enterprise,18,3582,42984,0,0,0,0,monthly,0,2024-07
A-3793ee,2024-03-13,Pro,49,2401,28812,0,0,0,0,annual,1,2024-03
A-712426,2024-12-30,Basic,13,247,2964,0,0,0,0,monthly,1,2024-12
A-19b2c8,2023-08-01,Basic,22,418,5016,0,0,0,0,monthly,1,2023-08
A-cea1f0,2024-10-18,Enterprise,22,4378,52536,0,1,0,0,monthly,1,2024-10
A-f51f16,2024-08-27,Basic,2,38,456,0,0,0,0,annual,1,2024-08
A-c7ffc2,2024-02-17,Enterprise,30,5970,71640,0,0,0,0,monthly,1,2024-02
A-6e08f3,2024-05-09,Enterprise,20,3980,47760,0,0,0,0,monthly,1,2024-05
A-9ee962,2024-05-21,Basic,9,171,2052,0,0,0,0,annual,0,2024-05
A-158f4e,2023-09-17,Pro,61,2989,35868,0,0,0,0,annual,1,2023-09
A-d77f4c,2023-10-24,Basic,8,152,1824,0,0,0,1,monthly,1,2023-10
A-2edab2,2023-11-22,Basic,17,323,3876,0,0,0,0,annual,1,2023-11
A-f5641b,2024-12-29,Enterprise,45,8955,107460,0,0,0,0,monthly,1,2024-12
A-ad3abd,2023-03-18,Enterprise,44,8756,105072,0,0,0,0,monthly,0,2023-03
A-1e1b80,2023-10-11,Basic,50,950,11400,0,0,0,0,monthly,1,2023-10
A-7e0a10,2024-06-29,Basic,46,874,10488,0,0,0,0,annual,1,2024-06
A-4e44e8,2024-11-08,Pro,18,0,0,1,0,0,0,monthly,1,2024-11
A-eafc6e,2023-11-15,Enterprise,34,6766,81192,0,0,0,0,annual,1,2023-11
A-8b0451,2024-12-09,Basic,41,779,9348,0,0,0,0,monthly,1,2024-12
A-1b7577,2024-11-28,Enterprise,4,796,9552,0,0,0,0,monthly,1,2024-11
A-c70870,2024-12-06,Basic,31,589,7068,0,1,0,0,annual,1,2024-12
A-ffdfd5,2024-09-14,Pro,92,4508,54096,0,0,0,0,annual,0,2024-09
A-82d8a6,2024-12-13,Enterprise,27,5373,64476,0,0,0,0,annual,0,2024-12
A-d27f50,2024-12-05,Enterprise,44,8756,105072,0,0,0,0,monthly,1,2024-12
A-35083d,2024-04-16,Pro,19,931,11172,0,1,0,0,annual,1,2024-04
A-df10db,2023-08-25,Basic,14,266,3192,0,0,0,1,monthly,1,2023-08
A-cd458b,2024-10-26,Basic,26,494,5928,0,0,0,0,annual,1,2024-10
A-6965e1,2024-12-30,Basic,13,247,2964,0,0,0,0,monthly,1,2024-12
A-dfbd31,2024-12-09,Basic,14,266,3192,0,0,0,0,monthly,1,2024-12
A-65aeb5,2024-09-06,Enterprise,56,11144,133728,0,0,0,0,annual,0,2024-09
A-ac9111,2023-10-09,Basic,21,399,4788,0,0,0,1,monthly,1,2023-10
A-bbc346,2024-10-03,Enterprise,19,3781,45372,0,0,0,0,annual,1,2024-10
A-544d0a,2024-11-29,Basic,3,0,0,1,0,0,0,monthly,1,2024-11
A-019782,2024-05-16,Pro,11,539,6468,0,0,0,0,monthly,0,2024-05
A-7f4db3,2024-03-30,Pro,16,784,9408,0,0,0,0,annual,1,2024-03
A-4e44e8,2024-10-16,Basic,10,190,2280,0,0,0,0,annual,1,2024-10
A-3a5ad8,2024-11-06,Pro,36,1764,21168,0,0,0,0,monthly,0,2024-11
A-b7b7b7,2024-09-16,Basic,24,456,5472,0,0,0,0,annual,1,2024-09
A-5ed98d,2024-06-28,Enterprise,24,4776,57312,0,0,0,0,annual,1,2024-06
A-700ade,2024-12-23,Pro,1,49,588,0,0,0,0,monthly,0,2024-12
A-089363,2023-06-03,Pro,2,98,1176,0,1,0,0,annual,1,2023-06
A-cc102e,2024-11-19,Enterprise,15,2985,35820,0,0,0,0,monthly,1,2024-11
A-5a92e7,2024-07-08,Enterprise,4,796,9552,0,0,0,1,annual,1,2024-07
A-b11cd0,2024-07-20,Pro,26,1274,15288,0,0,0,0,annual,1,2024-07
A-6da850,2024-10-09,Enterprise,25,4975,59700,0,0,0,0,annual,0,2024-10
A-c43359,2024-12-10,Pro,38,0,0,1,0,1,0,monthly,1,2024-12
A-f92792,2024-07-07,Pro,26,1274,15288,0,0,0,0,annual,0,2024-07
A-2bc93d,2023-11-24,Enterprise,20,3980,47760,0,0,0,0,annual,1,2023-11
A-f45426,2024-12-29,Pro,9,441,5292,0,0,0,0,monthly,0,2024-12
A-c62e55,2023-11-15,Pro,34,1666,19992,0,0,0,0,annual,0,2023-11
A-4814a3,2024-10-19,Enterprise,87,0,0,1,0,0,0,monthly,0,2024-10
A-9badbd,2024-09-05,Enterprise,23,4577,54924,0,0,0,0,annual,1,2024-09
A-0f3e88,2024-04-18,Basic,14,266,3192,0,0,0,0,annual,0,2024-04
A-81edc3,2023-11-07,Pro,12,588,7056,0,0,0,0,monthly,0,2023-11
A-b3fe05,2024-06-06,Pro,11,0,0,1,0,0,0,annual,1,2024-06
A-a8d89d,2024-09-17,Basic,13,247,2964,0,0,0,0,annual,1,2024-09
A-b20d99,2024-07-19,Basic,20,380,4560,0,0,0,0,annual,1,2024-07
A-a09355,2024-12-29,Pro,14,686,8232,0,0,0,0,monthly,1,2024-12
A-b48f73,2024-11-24,Pro,80,3920,47040,0,0,0,0,annual,0,2024-11
A-ae052e,2024-11-28,Pro,40,1960,23520,0,0,0,1,monthly,1,2024-11
A-eb1312,2024-10-08,Basic,25,475,5700,0,0,0,0,monthly,0,2024-10
A-7d514c,2024-04-01,Enterprise,34,6766,81192,0,0,0,0,monthly,1,2024-04
A-3a5ad8,2024-11-19,Enterprise,70,13930,167160,0,0,0,0,annual,1,2024-11
A-f1f639,2024-01-16,Basic,2,38,456,0,1,0,0,monthly,1,2024-01
A-45ce7a,2024-04-13,Pro,16,0,0,1,0,0,0,monthly,1,2024-04
A-e3bd71,2024-03-20,Enterprise,31,6169,74028,0,1,1,0,monthly,1,2024-03
A-ffc04f,2024-08-05,Pro,13,0,0,1,0,0,0,monthly,0,2024-08
A-1b7577,2024-12-30,Pro,41,2009,24108,0,0,0,0,monthly,1,2024-12
A-474ad4,2024-01-06,Basic,23,437,5244,0,0,0,0,monthly,1,2024-01
A-5b1bcd,2024-07-04,Pro,73,3577,42924,0,0,0,0,annual,0,2024-07
A-f446b6,2024-07-21,Pro,5,245,2940,0,0,0,0,monthly,1,2024-07
A-6c093d,2024-03-13,Enterprise,7,1393,16716,0,0,0,0,annual,1,2024-03
A-9779ad,2024-10-23,Enterprise,40,7960,95520,0,0,0,0,annual,1,2024-10
A-e693b6,2024-03-21,Enterprise,55,0,0,1,0,0,0,monthly,1,2024-03
A-726cfa,2024-07-12,Basic,33,627,7524,0,0,0,0,annual,1,2024-07
A-19b2c8,2023-11-06,Enterprise,20,3980,47760,0,0,0,0,monthly,1,2023-11
A-32728c,2024-09-17,Basic,42,798,9576,0,0,0,0,annual,1,2024-09
A-474ad4,2024-11-28,Enterprise,41,0,0,1,0,0,1,annual,1,2024-11
A-9c18c4,2024-03-03,Pro,11,539,6468,0,0,0,0,monthly,1,2024-03
A-c9bb3e,2024-06-08,Pro,5,245,2940,0,0,0,0,monthly,1,2024-06
A-9f0b68,2024-05-17,Basic,22,418,5016,0,0,0,0,annual,0,2024-05
A-d49cc5,2024-09-28,Basic,50,950,11400,0,0,0,0,monthly,1,2024-09
A-ced9aa,2024-12-04,Enterprise,6,1194,14328,0,0,0,1,annual,1,2024-12
A-17939a,2024-12-28,Basic,19,0,0,1,0,0,1,monthly,1,2024-12
A-794a0b,2024-02-05,Pro,35,1715,20580,0,0,0,0,monthly,1,2024-02
A-ab438f,2024-10-23,Enterprise,30,5970,71640,0,0,0,0,monthly,1,2024-10
A-b54c01,2024-10-29,Pro,29,1421,17052,0,0,0,0,annual,1,2024-10
A-139c3b,2024-11-26,Pro,17,833,9996,0,1,0,1,monthly,1,2024-11
A-bb1eaa,2024-09-11,Enterprise,21,4179,50148,0,0,0,0,annual,1,2024-09
A-dcc2f0,2024-03-13,Pro,22,1078,12936,0,1,0,0,annual,1,2024-03
A-95b24a,2023-10-12,Enterprise,38,7562,90744,0,0,0,0,monthly,0,2023-10
